;번호,이름,타입,옵션,착용이미지,착용이미지염색,이미지,이미지염색,최대갯수,내구도,가격,수리비용,명명비용,요구힘,요구민,요구지,성별제한,직업제한:승급제한,레벨제한,
;명중,타격치,힘,민,지,체력,마력,체력%,마력%,무장,마법방어력,재생력,s최소뎀지,s최대뎀지,l최소뎀지l최대뎀지,휘두르는소리,맞을때소리,단위,스크립트,스크립트확률,착용스크립,해제스크립
;몬스터 이미지가 16385번 이라면 아이템떨굼미지(0번)이라는말.
;주화장비/홍보포인트장비
;1713 청룡신검류 다른무기로 변경해야함 / 2215 수련검 다른무기로 대체해야함
10000,코사크수염(귀속),6,35,21,0,3668,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10001,악마안경(귀속),6,35,16,0,3156,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10002,하트선글라스(귀속),6,35,22,0,3801,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10003,감기마스크(귀속),6,35,23,0,3951,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10004,탑뿔테(귀속),6,35,24,0,4130,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10005,파리채안경(귀속),6,35,28,0,4253,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10006,긴망토(귀속),2,35,100000,10000,3074,0,0,100000,3000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,0,,
10007,날개망토(귀속),2,35,10001,0,3075,0,0,100000,3000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,0,,
10008,아랍긴망토(귀속),2,35,10002,0,3071,0,0,100000,4000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,,,0,,
10009,카페네크(귀속),2,35,10003,0,3072,0,0,100000,4000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,,,0,,
10010,선장망토(귀속),2,35,10004,0,3073,0,0,100000,5000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,,,0,,
10011,무희비단끈(귀속),2,35,10005,0,3124,0,0,100000,5000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,,,0,,
10012,깃털날개(귀속),2,35,10006,0,3132,0,0,100000,6000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,,,0,,
10013,박쥐날개(귀속),2,35,10007,0,3131,0,0,100000,6000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,,,0,,
10014,악마날개(귀속),2,35,10009,0,3229,0,0,100000,7000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,,,0,,
10015,군고구마통수레(귀속),2,35,10012,0,3534,0,0,100000,7000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,,,0,,
10016,악마갈기날개(귀속),2,35,10013,0,3593,0,0,100000,8000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,,,0,,
10017,천사날개(귀속),2,35,10014,0,3597,0,0,100000,8000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,,,0,,
10018,보라나비날개(귀속),2,35,10015,25,3616,0,0,100000,10000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,,,0,,
10019,노랑나비날개(귀속),2,35,10016,18,3614,0,0,100000,10000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,,,0,,
10020,천사날개장식(귀속),2,35,10019,12,3799,12,0,100000,13000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,,,0,,
10021,강아지가방(귀속),2,35,10020,0,3802,0,0,100000,13000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,,,0,,
10022,뱀파이어망토(귀속),2,35,10024,7,4035,0,0,100000,15000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,,,0,,
10023,루시퍼의날개(귀속),2,35,10027,0,4185,0,0,100000,15000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,,,0,,
10024,악마혼령망토(귀속),2,35,10035,25,4290,0,0,100000,20000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,,,0,,
10025,매의날개(귀속),2,35,10036,0,4299,0,0,100000,20000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,,,0,,
10026,황나비날개(귀속),2,35,10037,16,4325,16,0,100000,25000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,,,0,,
10027,하얀꼬리리본(귀속),2,35,10044,8,4680,8,0,100000,25000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,,,0,,
10028,바람구미호꼬리No05,2,51,10084,5,5102,9,0,100000,30000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,,,0,,
10029,바람구미호꼬리No20,2,51,10084,20,5102,0,0,100000,30000000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,,,0,,
10030,진지한얼굴(귀속),6,35,43,0,5168,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
10031,고양이안대(귀속),6,35,45,0,5205,0,0,100000,10000,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
